x,y
76.7705,56.2564
53.0303,21.9436
25.2199,81.2865
48.9156,82.4938
31.0594,75.5871
87.0707,98.5174
54.8285,84.8892
27.1937,80.2717
50.7855,79.9904
9.0376,28.7516
78.202,96.7871
60.3016,13.877
61.0981,21.7714
82.4888,85.1191
79.4918,59.7184
83.0224,99.3812
77.6484,64.5589
76.5818,44.5402
46.8862,21.7428
53.5922,91.5276
29.7936,78.1526
31.3885,93.1525
80.7981,47.2611
67.2855,94.2986
47.8499,25.1846
77.2544,43.519
70.1682,91.6093
75.5499,51.6838
71.435,5.73433
98.5655,31.2011
50.7909,21.4138
96.2804,28.0627
88.8385,97.2487
13.7242,60.8983
52.0392,17.4955
34.5876,93.8614
45.6899,86.2347
86.7578,100.181
51.4493,88.8862
5.92275,29.1492
43.0786,102.703
50.175,90.0498
96.1271,4.20377
74.5388,6.53018
78.8517,1.04862
35.6996,77.6948
66.7519,90.6521
86.2463,99.9162
96.3471,29.9451
88.6625,98.8414
48.746,22.366
9.34858,62.4296
58.302,17.3131
80.1847,79.5574
78.5296,44.5868
81.2715,62.0041
65.457,45.3809
58.8343,19.573
80.8187,84.4964
78.3237,31.6604
34.7947,100.856
56.0591,19.0658
79.9036,87.9037
33.8441,72.6474
46.2609,30.1137
84.437,67.7112
72.5336,92.7302
44.4896,20.4053
75.0921,52.1155
32.8016,75.8922
80.5441,-0.0362425
81.7109,62.3374
78.9439,64.0824
72.51,89.6557
77.2539,3.53352
10.4042,63.7591
76.8769,-0.201981
81.0493,61.1348
68.9787,52.7413
84.9179,63.6209
59.113,16.1587
69.5166,52.7096
48.655,83.5385
85.1621,101.549
65.6399,50.0531
69.3985,96.2954
80.9578,63.0744
78.8681,44.2998
79.7849,66.5763
78.487,97.2381
78.4992,50.0254
50.3705,18.3724
11.021,62.9206
78.1552,86.2148
81.2667,63.9196
45.5692,100.259
87.405,91.7486
100.269,3.75164
49.7192,85.8762
50.0739,81.0084
78.7349,98.9526
81.5382,44.896
8.32096,30.7535
66.2953,49.5039
81.8324,48.3923
77.4301,52.2627
9.73103,34.8067
52.2284,85.0277
74.4889,47.9207
47.7577,81.3029
88.9145,88.9785
58.538,18.0093
48.0425,64.6394
76.936,49.8512
77.4532,49.074
69.715,97.3609
81.4394,88.3223
93.2437,98.8898
97.1322,30.1
42.1197,92.1582
49.07,28.2292
47.3908,70.3846
89.2355,98.306
34.167,97.1328
31.5521,75.9289
58.8431,21.8617
93.6874,-0.277563
76.9712,-0.278713
51.757,92.0669
55.0404,84.5424
89.102,95.1634
72.4383,94.3167
43.4994,62.7787
70.3586,49.8175
74.7282,3.69049
72.0899,91.0829
47.8856,86.4462
76.0901,41.8052
79.3246,46.1737
72.9974,56.948
68.0392,95.8941
50.687,94.9904
92.694,2.28092
94.4707,27.8261
79.0951,101.195
76.2854,60.4068
40.5313,94.6946
84.5129,95.9027
94.3442,25.1057
75.3182,96.7661
70.0586,99.0483
80.9285,36.0876
38.189,66.3476
75.1523,32.7483
33.9518,72.6591
51.9477,80.2814
79.1054,46.9497
67.66,40.9905
75.6537,54.8138
104.446,0.834672
74.2283,93.5474
62.7084,15.974
21.5916,84.7774
76.7212,45.6678
81.7722,95.3698
7.36513,34.6838
72.969,2.60996
36.8316,78.9578
77.9215,96.0802
15.317,30.0135
74.8433,7.15651
49.3546,86.9286
39.7943,72.7966
50.1203,84.4504
15.9877,64.9033
41.8128,67.4301
59.2467,88.683
7.09712,59.1699
39.7322,96.1081
42.3412,66.2208
46.0651,98.2749
39.374,97.8305
56.9068,90.9121
99.6571,30.901
89.0561,103.518
52.3142,20.8321
73.6644,51.6206
73.8484,55.6957
81.4543,39.7584
78.1394,83.7705
79.6036,92.6004
58.4696,19.631
49.4189,81.7683
49.6371,80.2237
49.2841,27.6554
76.3286,81.8624
83.7316,101.729
27.4239,77.2744
71.1445,2.89809
68.8195,53.7169
74.8354,61.3555
82.9535,87.5402
101.38,2.71605
95.405,1.80288
48.8894,83.9024
48.0848,84.5516
66.7985,51.5074
41.3196,71.4921
40.9864,66.5618
81.5259,53.5224
57.4971,16.753
76.8166,99.8807
51.0616,77.4148
50.7997,87.0617
70.6316,98.8518
52.3673,86.5846
86.934,62.3047
9.19519,38.6675
32.0223,72.9721
54.4652,80.1289
73.5232,92.2185
24.1421,87.8313
94.2301,31.0395
78.4109,87.3105
76.9206,33.2458
34.9015,79.5993
82.6587,65.3838
49.6384,92.3149
68.0336,92.0224
71.7478,95.4529
78.9394,50.6914
37.3967,78.5723
7.57229,38.3812
97.5816,0.699919
29.4454,104.383
97.7986,30.3104
78.7979,4.10225
28.8774,71.7832
51.851,87.9986
21.3669,83.6331
47.057,83.2748
11.147,35.7109
77.9988,63.8383
33.5804,97.1556
49.0445,29.2472
36.4729,79.8676
78.7099,93.6048
75.6,92.8093
78.2437,83.6618
82.8539,49.6975
32.2708,99.2273
87.7299,47.7884
78.4728,50.9338
76.3901,83.6736
70.5329,92.7776
81.1434,29.408
7.81112,34.1229
86.5224,95.1003
10.0694,60.5424
76.4398,46.1983
36.5851,93.4207
71.6275,4.99621
82.7915,30.3942
78.9297,63.9927
41.9811,65.8276
73.2119,96.1522
81.8608,87.2277
97.2154,3.94658
49.2143,83.7472
16.97,87.9606
98.7734,28.9273
90.8455,97.223
100.851,-2.80249
7.67532,36.8118
59.3789,17.4005
75.6235,54.0015
20.7249,80.7757
98.0686,1.81919
81.706,41.3058
84.7927,59.5787
70.4938,96.7409
90.55,96.2401
49.2207,61.9056
33.6998,95.7343
95.6864,0.369377
93.8392,25.8941
95.8963,6.22436
17.1368,34.3785
81.8,65.1683
85.634,94.7056
57.8992,18.2553
7.29284,36.1186
87.302,98.2173
36.1206,93.4161
39.7252,96.3245
88.2146,100.696
84.5068,101.015
67.255,46.5724
66.9342,88.9002
91.6123,98.4932
33.4188,98.7473
77.035,6.17131
8.56685,62.441
26.9745,90.0493
52.5134,22.2662
102.397,0.068709
82.7611,102.676
75.6315,94.4989
77.8752,47.0419
97.3274,-1.75316
70.9675,95.5927
84.8178,94.5177
78.1878,51.6288
84.4341,90.067
79.7102,34.7156
75.5476,83.5991
78.0937,45.447
42.3157,101.203
79.0643,56.4045
49.2032,95.8772
34.7726,96.9228
51.1433,85.1831
52.8802,22.3806
48.2911,65.6343
70.3848,48.6642
50.4764,82.6873
74.7454,34.0464
93.6061,28.6056
34.1727,70.1502
31.1611,79.0463
76.5135,43.6934
76.2075,31.8968
90.1956,29.9482
100.267,6.64608
88.2193,94.6197
102.013,33.1667
10.7691,62.7685
83.9181,98.9916
74.968,94.5295
84.2685,41.116
72.7662,49.1122
45.7237,23.8331
79.8564,45.1812
68.5754,49.2921
78.7884,43.2027
36.8163,97.7119
89.154,94.1009
88.5985,91.5639
80.8787,65.0042
47.6247,86.5205
86.4328,92.5068
24.7952,88.202
71.1965,93.3641
10.313,35.9846
13.7029,37.2767
10.5378,61.2347
90.5538,97.2476
76.0722,36.5148
25.6062,82.4014
36.8286,61.0975
73.0558,55.3838
77.2702,98.5895
38.6426,92.1331
48.452,80.9478
20.9161,86.0006
93.0316,98.3697
68.3036,91.6886
97.1071,0.25512
79.1605,52.3378
30.6744,76.8338
72.7368,93.8931
94.5541,25.6348
9.28315,35.6793
76.7454,98.0909
69.8767,88.8709
45.5465,68.6749
22.6401,81.0306
75.6929,42.9983
82.9684,62.421
78.0484,44.1291
80.9398,46.086
36.4986,71.2302
64.0058,54.5916
104.392,1.15157
51.4279,86.1386
50.2418,83.795
51.4652,83.6423
97.9565,1.08993
81.8585,63.4664
74.3671,5.56939
45.7579,90.7107
75.2841,32.6174
78.6543,4.31105
23.9154,85.1293
86.8865,95.6015
97.1915,30.7673
69.0381,50.0883
30.9366,100.577
22.6528,93.0183
48.7197,63.9208
23.4221,88.3966
67.6601,46.3561
76.5293,90.6039
57.9169,21.9426
7.92963,37.0361
39.4025,98.5724
77.8721,44.2747
33.2693,73.178
49.5118,85.339
88.8733,43.6009
47.5982,63.7605
55.2935,16.7545
86.8288,89.2773
76.0137,82.0127
81.5564,86.9564
80.3021,97.0951
64.6714,94.3654
45.4281,23.3217
7.39236,31.537
12.8525,32.4572
67.9845,51.0571
75.7909,49.975
75.5293,97.4145
82.5393,41.2151
56.3715,20.5914
63.404,91.5126
99.5262,-0.0986463
88.1371,97.8974
70.6477,90.1664
76.1984,86.4762
83.4567,91.3014
70.0451,96.9655
10.6553,29.8185
44.2757,95.9691
64.5272,94.7329
79.2756,41.9472
60.0698,16.9836
10.2378,33.9491
85.2784,84.5691
60.0098,18.8723
74.8758,55.9624
59.9039,15.7856
28.2174,68.9252
84.6514,99.1169
9.28611,65.9204
10.183,64.8152
77.5569,44.7171
78.9319,46.6454
83.4671,46.9728
76.7734,67.4415
90.2805,91.2933
71.4818,88.8084
52.3558,24.3994
81.9585,66.9338
66.3874,90.1448
74.881,65.2171
81.4922,42.9734
77.2555,32.1333
61.4109,17.4063
8.45949,63.36
76.492,32.7884
78.7057,44.8838
78.9529,34.7721
88.8041,92.1764
86.1103,91.9244
36.9709,74.8522
21.9308,91.7364
74.9384,85.3737
70.7338,97.9254
79.7387,2.06036
84.5909,68.9635
41.1137,93.5601
69.0847,96.8226
49.6501,87.9278
71.8671,54.0193
78.7201,3.50249
81.8958,34.9485
44.7068,64.1183
89.7851,97.8045
51.5739,24.8803
6.21446,58.6736
92.8066,2.28669
43.0672,65.1274
92.6956,29.4478
77.9107,59.3882
83.2814,95.8409
17.5526,87.1763
83.1773,35.3904
87.5359,100.221
12.3694,34.0171
65.0694,46.6754
97.0262,4.1209
80.3411,31.5662
84.4416,33.7012
21.3747,81.0555
33.8909,96.1511
91.2531,29.3096
29.3178,93.1776
74.7578,40.1757
71.632,45.8075
