x,y
39.6765,54.0518
84.4,33.6
61.7532,15.1902
30.7721,54.8238
20.9222,15.9514
84.2999,28.4698
82.5535,59.998
92.8965,82.8775
86.7115,21.1725
91.7354,95.0265
99.3608,79.0073
23.3452,65.4806
75.9489,12.4949
34.2495,55.6966
22.0503,51.6139
2.34556,87.1117
98.0726,78.5341
87.7047,60.768
55.4181,4.71582
2.86475,76.6213
55.124,57.1219
35.0004,33.6509
55.3131,70.0094
-1.76639,80.4003
18.7124,12.009
16.743,7.6059
50.6237,66.4112
10.9077,85.1918
59.6539,39.0576
62.8827,13.5858
8.60909,78.9773
1.96298,44.7902
18.9899,1.17951
2.42908,16.1851
33.2656,92.5383
27.3637,53.4442
23.9138,70.0492
93.8925,84.7965
49.7418,85.0334
3.55443,89.2214
98.4191,78.3251
14.8377,4.65476
25.6464,17.7185
23.9331,50.8245
89.8466,2.99389
57.8077,10.1043
30.2831,78.3065
89.2476,86.1242
53.5706,84.7498
94.9813,77.3755
82.537,85.3689
2.56653,53.1254
69.2267,58.1228
82.8955,21.0449
22.2265,-3.50875
93.2394,10.6517
52.922,83.1703
101.399,100.346
90.4343,17.0273
24.2182,41.8685
15.2685,61.5959
5.84397,17.193
51.9804,85.7238
55.511,46.0909
7.26535,91.4054
13.2581,88.6207
10.4701,15.9167
38.7402,32.668
60.6493,74.1431
77.9781,63.0799
40.2941,2.9814
94.6058,95.7449
89.1983,49.6359
64.7036,16.6031
7.97482,35.2998
24.6674,41.6623
94.6841,96.6558
98.9321,80.702
87.1624,61.0489
88.9547,26.1803
75.341,90.1145
95.5346,75.3532
82.4924,59.5218
45.5952,33.2022
86.6826,59.568
43.7915,12.863
16.4018,16.9086
94.5762,0.187878
77.5085,93.6686
86.352,87.6854
28.5247,-5.12611
1.34603,27.6814
43.6041,83.1597
86.1799,37.9543
96.7893,81.0126
51.8592,66.4142
15.1376,71.7693
4.07733,20.9552
45.112,10.7829
58.6653,72.5906
28.6196,2.79471
59.8619,70.0785
100.094,89.1327
21.1161,67.6621
98.0963,78.1671
57.3669,52.746
83.1295,4.17609
37.7535,34.923
98.4642,75.3673
26.7525,10.8076
3.11903,85.0745
79.9808,66.5754
10.5365,95.6906
-1.09376,48.6909
84.6064,89.1375
35.972,36.9696
29.3325,28.1331
95.0616,96.0867
28.3682,35.4565
78.749,26.2918
102.526,42.7857
5.85485,54.405
50.5134,58.2541
23.842,69.4809
96.7173,86.4224
48.0006,8.43892
17.4032,14.7789
84.286,81.001
55.0003,57.5556
87.7414,2.68806
17.2289,24.1924
95.0082,2.20975
24.7341,64.9892
74.8548,58.8918
-0.23338,63.2677
31.8946,80.2957
22.7461,28.8132
14.7399,31.5429
16.9755,14.2776
47.0552,46.5826
55.9815,58.2423
57.274,69.7725
66.1407,16.0723
33.0007,27.9738
4.83053,18.348
88.2893,25.5635
49.2521,13.1056
23.0535,77.3422
20.2882,18.2896
57.3354,5.92738
49.3394,10.6207
94.6703,80.2241
4.67239,52.1023
49.1873,79.9724
88.8629,62.7004
90.7373,75.5466
10.8684,64.4025
50.6944,70.899
57.8497,48.3616
66.3871,39.2679
25.642,70.2213
47.0712,1.75617
101.978,41.3614
-4.15851,51.2792
63.3211,18.6663
74.7308,29.5409
58.4522,69.8036
50.9618,72.8685
87.509,89.7619
89.8466,92.9812
30.5402,85.9845
19.7692,7.16868
0.269294,81.0787
101.234,43.0989
20.9098,42.8117
52.6467,43.2917
43.6424,51.0558
84.8764,0.338498
17.0874,8.90596
17.2528,60.5277
1.02801,83.6842
86.5975,-0.357311
31.707,97.4308
90.5251,51.47
17.031,11.9331
26.6534,75.1639
32.6045,30.465
88.8682,85.4005
1.87034,65.4835
13.1491,14.0463
83.3126,90.2481
14.1646,62.6025
50.4385,47.0433
47.1133,45.1209
55.4063,8.89801
98.8556,7.21592
94.1554,81.3574
29.7992,96.6839
95.2716,11.0338
23.0813,-0.941676
102.695,41.3095
96.9256,5.44223
83.9579,65.9462
7.9236,89.7189
84.0282,98.6637
12.1849,12.6453
101.38,97.9043
45.6823,36.0493
22.0233,17.3836
38.5541,37.9437
23.2235,16.6856
49.5913,47.4729
3.34355,87.9203
76.9142,12.3886
49.1079,69.5839
95.4393,83.8802
75.82,26.4972
34.2943,61.1989
86.3021,23.023
66.7679,20.1617
7.01652,19.1914
86.1881,25.1012
72.4377,64.1719
87.6237,95.7032
10.6525,78.7561
15.7359,49.2642
93.9733,66.6476
49.7931,82.8241
94.9441,15.3183
20.0978,-1.40948
3.02728,91.5585
74.912,52.8453
46.9601,15.4669
98.5181,6.34249
56.8874,57.2477
36.8123,56.6444
32.0042,95.6239
77.8939,26.6545
83.0139,91.8327
32.3806,31.2765
44.3279,9.1837
17.9379,41.9739
43.7341,32.6762
87.7782,37.9384
71.2657,53.1051
83.6703,0.529347
19.0658,11.4082
35.9979,62.1013
85.6425,2.84617
78.546,18.1433
82.8288,27.5606
19.2674,15.2974
72.8796,16.5492
33.5473,94.7333
101.998,90.0845
33.564,32.9761
25.1249,96.291
-0.829099,48.5359
6.0683,86.6737
87.3122,64.0322
22.7719,49.1248
-0.245508,14.7427
13.486,1.75078
47.6624,5.33317
73.1359,64.0638
41.6449,60.206
83.9508,23.9507
95.4794,78.11
30.7873,21.8656
22.9149,14.302
70.4173,12.4149
13.3073,35.4577
72.2568,70.928
45.8241,48.6428
90.1992,27.2957
29.8806,19.8281
58.5078,44.4748
53.9851,4.375
96.3978,92.953
23.375,91.8934
62.9268,37.5634
18.6558,10.9401
43.9659,62.6125
37.2557,60.4244
48.6626,57.3556
81.5376,95.7149
69.6457,17.6237
94.371,91.0817
50.017,93.1606
25.4526,16.2772
52.2631,71.3704
28.8524,78.3489
-2.1579,27.1577
92.0504,48.6898
61.9654,19.2186
38.0378,95.4721
95.6859,98.4437
31.8725,35.1851
50.5115,86.9125
96.6857,75.3184
17.7707,4.00742
2.66535,86.5438
82.0796,33.7512
36.6153,31.8336
44.0387,33.7412
14.7443,74.7096
70.749,58.1255
80.8264,86.3478
54.3693,10.0258
97.4383,93.6011
47.7528,79.4429
97.5682,74.2681
25.7301,81.0485
26.9918,27.2928
