x,y
2.69081,80.7802
17.2925,35.3416
34.9385,47.6309
82.4229,75.02
35.6112,45.4877
13.8197,19.6803
68.2691,4.60911
6.85978,79.0416
23.6131,28.7381
77.0326,96.0444
58.7656,44.4875
95.5346,86.9778
43.9479,70.056
79.1524,71.6406
98.6558,22.9966
49.8347,59.1243
95.77,25.9536
19.6313,29.4538
1.55584,54.6169
7.63041,86.51
47.419,59.7219
79.234,74.2014
30.1121,13.3096
80.4229,74.2312
19.5265,78.453
19.827,13.3378
52.9576,59.0113
95.8402,21.4802
31.3004,45.5436
31.7513,25.6955
19.634,13.6451
24.0999,17.4357
19.407,75.8686
90.0011,96.0802
55.2176,46.6488
22.1574,39.0258
51.3873,65.6759
26.9906,79.0073
92.845,25.0097
73.1221,98.3063
39.378,64.4156
72.229,67.5605
15.9077,76.0894
56.6939,46.2541
18.578,70.9862
98.7451,24.6937
73.8583,96.4078
4.75002,58.5803
51.7558,60.9871
18.4703,72.7975
48.7521,59.8617
26.8188,81.1628
33.1029,43.499
22.3524,30.7718
16.1182,68.2665
34.2165,41.5913
68.8936,63.4419
70.7663,8.78041
21.9515,18.2796
22.1258,42.92
19.8008,19.4878
21.2949,37.6472
25.8584,22.0373
24.9258,26.5798
71.7156,8.55904
22.4034,28.9772
20.5027,73.029
79.372,72.3081
101.263,21.7847
97.1282,86.4293
18.1766,15.2892
94.4319,20.2977
23.1393,82.7063
72.5364,67.736
19.2909,24.4412
24.7732,24.9631
33.0484,65.9478
83.505,68.9034
20.9774,37.7874
21.2426,36.0356
24.1954,82.6068
47.7656,60.0776
20.4382,28.2827
94.0451,26.9829
49.3534,69.0227
27.2368,15.0573
94.311,93.3158
44.1262,64.3237
15.6242,70.4779
67.0824,68.1344
16.5952,69.7884
93.1195,89.7956
28.1468,16.4955
21.6422,23.7868
29.9206,38.6231
18.5113,74.7075
23.3753,25.202
77.4198,63.5148
16.7924,41.7335
43.2237,62.4624
71.2998,5.88285
32.0051,17.3647
22.0893,73.0202
92.4668,93.8568
92.7335,26.945
49.5847,51.0902
31.3881,43.256
32.2411,28.9833
25.2302,28.8938
16.0908,74.7766
5.6458,88.0261
66.307,95.0983
5.09086,85.9879
49.1232,57.0839
45.0127,67.2062
68.8854,6.52451
11.3094,53.1458
74.5984,97.2342
66.9111,94.4429
71.4818,8.3535
20.2175,36.8299
91.5315,94.3986
95.2462,95.1716
22.3144,75.2423
69.2286,95.3365
94.5353,78.6816
74.7542,69.0113
29.869,61.0526
101.329,81.3469
58.3796,43.1324
72.0105,72.4878
91.2557,26.6367
22.5333,37.7748
16.6511,18.536
52.3567,44.8894
105.462,84.3072
23.3202,39.6499
86.6317,66.5276
54.9555,60.6647
50.4946,58.3852
76.7724,62.3994
92.4641,22.2574
3.58072,58.9792
96.0758,30.1305
18.5843,35.9203
21.2142,34.0796
96.1572,24.2242
94.7343,94.2184
7.17671,56.3279
16.0342,71.8692
17.376,19.8336
73.3059,11.237
93.3931,25.6966
70.2661,0.386462
73.2486,93.542
24.0139,17.8501
90.313,63.6829
71.0739,5.04411
51.454,51.6803
90.9754,30.8458
97.4302,81.6499
19.2286,38.7016
24.1052,24.6906
27.4785,35.4614
17.3313,73.2877
81.5003,66.4691
68.1066,93.3348
72.1044,65.8522
8.94752,81.8618
22.1266,71.7031
88.0827,94.1695
98.3516,81.822
101.566,83.595
20.4503,72.9051
95.4424,84.6853
94.5297,95.0405
19.6233,79.207
20.5163,75.8551
21.5695,45.1257
92.6338,25.5801
69.2345,71.0563
74.314,4.44724
4.1028,78.7809
97.1113,84.4022
23.4548,43.4064
66.9901,6.28099
19.8859,75.1677
13.6768,17.0183
70.6517,64.5274
24.0649,37.8855
71.368,98.4333
36.346,59.198
7.49545,54.225
26.2227,78.9228
17.964,69.7086
67.2478,90.8869
46.5995,64.5535
23.8305,24.9655
70.9689,5.14022
72.7372,6.27426
12.1602,85.6993
71.638,96.9121
69.4069,93.6562
31.4129,17.6598
6.33493,55.6035
68.0263,94.8864
22.2005,24.9282
50.2495,47.7214
45.4821,57.3186
91.4785,25.5197
85.9535,67.3384
26.1044,80.0414
26.7357,18.8872
22.6293,72.3543
100.26,93.5595
35.627,15.6699
24.891,79.1298
24.1083,78.3487
68.3747,60.7373
24.5998,32.9184
38.899,60.68
16.9831,72.5628
30.3672,13.2986
102.135,84.9932
30.3094,14.8378
20.8799,42.6951
72.5969,64.3409
6.89724,81.3261
25.1084,12.0874
37.4815,45.0073
100.958,87.4199
53.945,46.3517
100.283,85.4793
51.161,67.6492
88.2663,95.3177
75.6748,73.9574
19.5834,22.4981
76.8596,68.7698
31.3706,61.4377
24.4561,80.561
84.6971,69.373
97.0026,84.4637
97.8618,19.8111
98.1979,24.2901
53.4563,63.1392
50.0493,62.2742
71.4467,96.4544
95.0034,94.4446
31.6158,16.2602
11.0057,56.0499
32.6393,10.4761
98.1172,42.463
74.8059,45.1302
1.35503,0.873904
3.71443,49.3643
1.6575,68.6683
81.335,53.1881
22.9236,49.9791
99.3447,42.7142
61.4428,66.9879
9.28946,94.5302
10.2445,21.5015
51.9582,52.4268
39.9142,97.6343
75.0711,23.2771
1.41865,50.6225
6.25967,61.2987
83.0732,28.3586
11.0239,32.7367
95.278,14.3923
73.8387,61.649
52.9643,1.60916
27.4928,40.9734
19.7965,5.39845
91.8151,72.5975
75.5198,65.2117
74.8512,8.6011
66.7524,2.46831
73.4637,89.7409
73.1374,6.96921
0.445076,96.6605
89.9204,17.4768
15.6519,47.8218
55.7313,57.9045
75.7634,81.633
55.4148,33.7535
27.7552,6.91626
82.493,45.657
65.5395,69.3989
76.3226,30.051
25.5335,49.6102
85.6622,15.6037
37.4223,27.5562
84.7023,13.8557
43.1517,3.9586
42.1382,92.9216
6.87445,90.6101
98.2213,9.36216
84.2244,85.0143
19.4008,49.4755
70.0009,53.7294
11.6683,54.2397
27.9408,70.0404
64.2984,99.2089
38.885,20.428
39.5929,91.7586
