x,y
51.5422,84.8219
41.6744,9.81404
49.0362,42.2653
11.751,37.8219
19.541,26.0254
21.8615,16.9118
17.3902,99.9705
15.1951,99.5866
31.2828,56.9245
44.6435,49.1925
20.4518,2.16793
41.3545,49.1683
6.82704,9.6973
26.9962,59.6953
59.2267,67.0343
92.9612,30.7454
47.738,59.3213
92.3048,6.77202
43.7422,39.4403
13.8126,60.9958
66.3704,11.2261
92.2507,0.102137
75.2876,86.8874
56.0354,41.3298
78.8836,25.0063
40.079,58.3563
76.3884,31.0591
84.5752,79.2358
88.3495,53.0325
22.555,38.5357
90.1897,68.6611
49.9692,29.2627
56.6973,71.2781
97.1698,39.9224
87.2783,43.9343
15.3882,81.2692
52.1289,21.2374
65.1384,46.5205
29.5554,74.6071
14.949,38.2809
28.7653,73.9241
89.8009,37.9935
9.63269,91.0314
90.4491,94.6206
91.874,15.7291
56.1365,31.2319
33.2595,97.2722
6.17436,40.3637
1.09956,58.8573
56.3418,74.2151
56.6639,13.0913
45.3541,60.6894
12.2217,78.269
58.1981,54.8014
58.3139,83.8044
69.8829,12.5429
97.0462,72.5441
49.457,90.6896
59.1163,79.6509
38.5271,56.8824
72.6733,52.4221
26.6871,35.8294
86.5056,21.2484
89.7833,8.52826
32.2963,18.7809
54.2198,67.8041
37.6278,26.9561
63.5611,14.3334
12.9245,63.0277
0.631516,52.6064
16.4101,96.012
84.315,63.5873
14.2743,65.3254
86.4623,10.9567
47.0209,23.8562
84.7386,93.1373
34.6906,69.6308
0.0272094,21.775
52.1009,18.8187
14.5523,19.1998
55.5034,35.7699
38.1518,11.4748
82.1701,19.865
15.9319,15.5851
29.4533,7.73449
95.4959,8.97782
32.4899,8.36551
95.0119,4.54183
16.0192,44.1784
16.2322,63.4025
5.69313,22.4096
73.588,89.4945
86.9076,43.1462
71.8742,13.574
93.2145,63.7417
30.3565,85.2091
97.0434,58.4418
60.4189,38.1579
3.82443,9.54035
24.8131,62.7191
91.9335,38.0034
15.4753,59.8841
64.3867,27.838
67.6647,30.2729
13.0246,63.0463
7.96358,26.879
61.675,18.6491
64.1948,57.9361
70.5032,59.1365
14.9279,67.2163
84.8934,14.9014
95.7319,3.55601
19.9941,41.0897
1.58659,89.8904
45.7286,53.8949
51.6341,90.2024
23.5298,70.2287
20.835,5.93038
38.1195,82.2594
15.1411,92.9535
63.3371,55.5413
79.4543,9.37266
71.5425,19.8855
90.999,94.1803
95.7954,25.4393
64.1748,28.3361
98.8268,90.0422
46.6327,86.5765
2.97746,77.476
74.7072,79.8758
53.5603,56.5486
97.8517,21.7137
16.0219,91.0956
95.692,7.98097
29.5435,30.3061
14.3384,16.8449
48.5162,94.4209
40.6243,52.8539
45.0075,79.784
72.5145,31.6962
78.2257,73.5301
21.4595,62.0376
29.8845,28.6503
64.4322,17.6267
95.991,94.584
53.679,57.9624
91.0418,84.0118
14.8525,86.526
75.9812,5.50512
51.8029,51.282
87.9242,70.0022
9.31597,8.32
96.2188,29.0567
66.8081,48.8042
22.0982,85.4601
97.4737,4.02575
65.3755,22.3002
11.2307,74.5456
72.7214,42.0587
36.0799,39.0759
50.693,92.1543
89.2389,54.3827
52.4622,85.2066
67.3007,5.97452
72.6463,59.8377
1.21586,35.9675
11.4301,94.9149
92.3475,1.86059
62.6125,94.0775
20.4726,90.406
85.2298,32.8067
39.3304,90.9038
39.8679,75.9538
99.8912,9.28201
93.0409,56.8834
42.007,91.1891
16.9368,90.6907
44.8556,27.6917
0.742322,77.356
70.8261,61.8793
89.8082,1.43604
29.2792,26.137
34.9389,22.7667
84.4214,27.8176
3.05047,39.9815
6.61003,35.0995
77.9589,90.6827
7.375,68.0163
75.6326,89.9769
55.6715,39.69
10.5961,62.2337
91.9437,19.0909
21.8881,15.9839
50.8996,70.7879
22.5025,85.8452
51.0965,32.4234
76.3341,54.1307
54.1871,78.7166
21.2636,94.074
11.8499,97.4992
96.4374,4.09908
22.3206,98.7695
16.1692,8.46176
5.87847,92.76
26.5375,92.838
40.0287,56.4815
75.5981,50.7559
89.1742,28.4342
94.5231,95.6936
35.6314,95.3388
85.146,62.442
94.9985,5.97789
48.2091,79.2818
34.3811,14.5845
47.2569,16.672
48.3025,97.6545
49.3273,2.06842
19.9952,3.63398
83.3533,89.4739
29.2127,20.8532
56.3583,39.441
53.7107,80.4587
39.0399,13.2443
18.97,30.2244
29.9813,11.1708
57.9697,81.9215
69.8528,52.8148
75.4301,63.5187
33.0283,19.7473
66.1025,26.8587
89.5415,96.1601
48.3503,91.1901
7.11641,40.6486
62.6717,30.808
17.9406,25.0793
55.6306,50.9595
76.8857,81.3965
51.6522,71.7771
11.3028,3.99951
78.3706,83.9256
36.8246,83.2778
15.3605,46.5543
98.6093,10.101
87.7868,57.0207
53.9859,26.1671
62.03,46.7348
34.623,24.6791
54.258,2.29688
8.06436,75.1904
0.79201,82.2488
7.27768,69.8365
76.3598,69.3072
78.0776,19.039
42.6567,70.7188
92.4581,22.8409
0.362665,50.3687
0.516956,9.44925
1.50995,66.2757
19.7778,54.9204
68.5895,36.7254
21.8305,27.5268
22.0072,28.2087
55.8019,56.449
95.9657,59.6048
6.01328,41.3473
25.3834,33.1056
93.0448,12.5117
88.1245,9.59612
48.0878,10.1936
71.2251,69.3653
55.8928,75.4107
8.58673,82.0143
29.0912,5.60129
93.4055,94.7336
85.2824,92.0086
82.5443,51.5939
82.4913,77.5306
1.75624,0.865235
80.098,18.5862
12.8217,7.62377
58.2332,87.5557
65.7877,50.0358
8.28809,86.0915
20.4518,60.0674
41.5106,71.5728
59.8335,24.3569
7.09911,64.4516
17.3399,52.8911
71.7967,28.4041
34.5298,89.6668
37.5968,15.0774
36.9955,40.2485
73.3794,19.5458
76.1326,72.6698
67.2835,3.3483
15.7222,36.7648
88.4876,23.5241
60.8704,14.9967
65.6687,34.8497
13.8382,30.1106
2.69621,20.9913
83.8152,82.8795
5.19051,38.5473
22.6915,48.3855
62.2839,79.6999
82.9473,2.22597
39.6298,87.4492
48.4587,59.9205
67.4903,8.14612
5.08007,89.1157
62.737,34.2492
63.1095,14.0188
7.05889,75.0475
50.2101,88.9616
65.3657,4.40574
36.3916,93.9545
24.1071,69.3564
59.4325,65.8392
93.9113,76.724
69.9256,90.5952
71.919,19.6154
87.6083,20.7055
15.5591,66.456
32.4714,68.9195
41.7737,59.6202
3.27956,57.596
87.63,78.7373
20.4972,39.432
67.1416,76.6228
30.2982,49.9276
67.5008,49.5031
32.9019,16.3639
58.9016,10.8285
17.1367,87.2416
32.9478,87.4891
3.66891,53.5886
9.80738,53.6408
16.1887,60.0293
83.258,43.1582
46.8906,3.44604
19.1392,47.8461
89.0143,88.2305
25.8631,18.2707
15.4522,43.4122
16.6063,16.7268
11.6373,5.19052
36.8012,31.3635
28.9367,65.7741
70.7097,12.6047
17.333,37.4576
36.5277,95.9087
74.3563,96.776
79.418,38.4376
24.2935,69.5101
84.9113,1.97297
62.7346,43.7878
67.4067,66.074
35.0254,65.0419
81.9086,59.3898
41.9094,90.4221
95.5894,89.7379
12.3546,92.8572
92.9511,90.5753
26.9077,88.5863
14.7178,3.24167
37.2409,32.737
46.3283,23.3448
69.0891,97.2783
69.6726,12.1333
21.9644,90.2103
16.675,74.8923
73.7884,9.49115
2.51179,80.6918
2.82828,44.3528
52.4427,44.0238
38.3502,80.1638
98.4389,49.3076
79.5057,3.16645
7.97414,54.8181
21.7265,74.9089
22.5122,67.0653
96.3566,30.8706
6.68557,89.4934
40.3535,92.0571
43.8873,1.00939
69.46,3.44171
87.9641,40.4534
12.1723,39.9615
49.7021,34.2092
73.8053,81.2993
5.3963,85.4432
74.7945,73.12
57.9808,21.5348
73.474,34.427
91.0861,8.80029
40.4407,78.823
31.6306,44.5427
81.4739,13.947
92.8374,23.0254
85.5744,69.0878
75.545,27.6104
65.1728,49.8902
69.1404,47.929
2.03581,26.9037
23.5255,33.035
62.9383,60.2138
7.46835,68.3545
40.9717,71.3255
65.1909,64.719
75.1854,29.8127
68.5458,56.3253
81.345,28.8598
43.2827,80.0822
68.2989,89.0413
80.9712,43.1093
98.4303,83.311
81.6716,83.9034
42.3175,8.79961
5.41714,89.2115
55.7848,20.8183
93.3506,17.8515
76.5744,2.51493
38.4369,24.7397
15.5811,38.5849
69.2739,72.3055
13.1772,98.2884
95.6319,10.8341
7.44567,87.749
64.5575,99.5575
8.31721,21.4642
27.8958,93.6361
66.3345,88.4736
83.259,3.70497
24.0017,38.9114
62.9006,72.61
1.10009,69.9286
46.1361,23.5475
54.2923,33.5237
25.6097,54.1347
55.8624,43.0889
25.4637,58.8111
72.7688,79.1702
56.9431,30.8611
90.6081,91.678
93.5107,13.5764
53.0182,74.1646
63.1022,43.7105
31.6822,11.1219
31.669,84.1877
26.7946,98.5413
98.4261,99.4233
38.5692,41.9379
40.3269,52.9844
50.0686,82.6598
82.6326,55.1508
70.3194,34.6437
26.568,4.63436
10.4649,37.1067
1.12828,63.3824
27.8165,20.0788
98.219,15.1498
31.9656,0.90816
54.1716,10.2422
97.6643,21.7478
21.4485,70.6328
25.8318,24.05
64.9533,69.7214
7.59755,99.5727
79.8962,45.6016
51.2443,97.8322
46.0688,13.563
22.8211,3.79952
88.2393,12.2346
81.0579,99.8685
20.4968,86.118
37.8164,3.82501
18.2771,44.8469
24.9446,37.2406
2.83264,54.1618
82.7836,8.7132
46.3583,65.4334
2.69851,30.4693
75.5273,88.4241
30.614,76.5468
64.7624,10.2298
81.1632,38.9605
79.9709,85.0072
77.0001,35.6984
2.50953,54.8091
18.7626,16.2308
64.6634,19.7308
24.686,40.4248
30.7041,70.6797
48.118,69.9625
48.4674,83.7475
96.8576,56.0128
27.5604,58.6041
69.1394,19.2732
45.4226,2.7172
87.0582,55.52
84.9807,31.6369
64.0447,34.2386
68.7167,4.73774
71.3319,32.5049
31.6345,9.69506
68.5803,29.4452
80.4176,61.0226
39.5803,93.5303
18.742,24.1149
3.62313,90.6
28.9723,81.205
42.0178,99.9342
7.5832,56.424
32.0425,37.3694
67.7113,55.082
84.3509,7.84697
46.9254,23.2882
38.018,47.6423
99.6746,69.728
65.7365,16.4842
78.633,80.5807
73.1391,27.0604
7.87319,17.9621
43.2997,12.4548
60.8633,29.1723
10.4738,40.8083
72.2499,95.1084
26.1846,45.1393
58.7639,51.2052
40.0921,95.8925
11.7202,97.1016
67.202,88.5367
30.7812,17.2882
37.5614,14.4995
51.9489,27.574
23.1039,21.7785
89.1284,78.8521
58.0102,68.3428
10.8693,69.9152
0.0351586,14.2853
44.1862,73.4384
82.6396,77.87
8.62801,77.2355
59.0824,87.8534
25.2779,98.6411
69.8129,28.3427
53.0289,82.2451
36.1859,52.3952
62.1302,86.772
59.8757,76.1031
53.9142,48.3324
9.17212,87.855
31.6024,78.5448
39.3671,79.1734
53.8934,97.8973
29.0741,99.7493
54.1656,15.3629
4.88613,26.5452
71.2863,83.7281
55.2984,84.8571
91.9046,95.0056
62.2914,25.8118
3.96733,48.5576
56.6073,51.5171
79.9684,97.9479
32.6652,65.7652
66.6669,9.95812
35.7653,48.2186
32.0559,76.1394
41.9133,37.2218
14.4055,81.8997
48.0294,27.8771
34.7016,89.9025
62.446,13.5891
81.3094,68.9101
41.2263,97.9229
17.2047,16.6745
69.5488,99.9667
77.0733,29.1566
48.6169,71.8208
84.7777,51.6294
75.1121,3.81737
19.9111,59.9478
41.139,69.9462
36.3439,14.8121
92.0933,87.9602
95.0035,47.134
20.9298,95.3074
76.4188,35.789
36.6718,97.0408
41.5046,68.0777
89.3653,85.9287
63.3908,25.1256
17.0807,4.71905
81.9527,66.1856
83.3851,65.4957
5.2049,68.7656
