x,y
45.5261,23.9502
94.9991,29.7044
49.6776,31.5161
3.11142,-0.668159
5.57538,0.839115
46.1836,24.6701
50.6863,31.551
3.37387,1.97497
1.65793,1.53685
44.1709,21.4648
89.6929,40.0073
93.0732,37.6848
99.8377,36.4612
50.8963,25.9493
8.93093,-2.78855
50.2811,37.5153
1.6199,2.29307
0.978751,5.42731
2.50666,-1.8705
5.87763,-0.39254
52.8543,33.2024
0.522153,3.26696
1.19585,1.02265
96.6227,36.0225
58.1796,31.1895
47.5792,21.9117
96.0515,35.4737
44.4735,25.1322
4.78673,-2.49524
48.9527,28.4955
43.3363,18.705
51.0623,34.6634
96.3553,30.5495
90.4554,37.4925
52.2184,35.553
56.1538,32.5217
93.1509,39.3868
96.2835,35.6483
1.48937,-3.07795
44.6498,25.2306
95.8806,36.4185
91.4725,33.1742
7.51418,-0.952763
1.50272,-5.3915
9.67842,0.0913992
3.68184,0.782982
-0.207836,0.791214
-2.48891,4.39014
5.85135,4.11231
97.3905,33.3352
1.86844,-1.11991
93.5165,35.2457
51.2792,28.016
42.5912,21.3382
50.3872,32.9132
8.79199,2.87223
40.5389,25.4049
48.5512,24.1796
7.43153,1.05389
0.0139275,5.35715
40.8175,27.172
47.7236,29.0087
41.757,27.8383
52.0403,35.3727
100.334,32.8142
44.5632,23.5586
88.6682,35.8395
0.454088,2.76024
40.6174,28.7642
6.54672,0.448234
99.3012,31.547
49.0849,33.2018
-0.581121,6.18389
3.06185,4.24021
49.7405,23.0172
46.4984,21.7596
52.3797,33.2679
8.66268,1.22872
4.19615,-1.68359
97.5545,38.1038
6.97584,-2.75211
53.667,31.5697
-1.21817,-1.39651
7.21048,-3.12904
97.5029,34.4266
-2.20675,-2.73529
-0.542599,6.91756
46.7691,27.2578
5.53249,1.94127
45.6932,21.7355
50.7643,34.2043
46.9685,28.5881
46.6236,25.4872
-1.91779,3.74087
4.24126,3.4779
2.443,-0.696415
-1.51696,0.23462
10.2734,0.0832872
45.6407,22.3058
91.9621,32.3442
