x,y
20.803,12.913
69.4489,90.795
76.0165,41.262
64.427,38.4732
93.9912,56.2211
11.8593,20.9432
20.7735,30.7865
35.5473,67.2605
6.7301,98.3093
55.2592,70.4965
24.8789,80.7535
86.43,28.7101
36.3204,32.6566
86.4155,48.436
41.2318,94.0226
28.6244,90.6854
81.6597,65.2859
38.7517,72.093
41.2859,47.8258
23.6134,63.3279
42.0161,13.833
10.4975,44.9234
24.9814,65.5923
0.11904,18.5761
97.941,86.5321
45.8972,8.19021
46.4332,15.5277
20.9793,92.2565
49.474,19.8932
17.6693,83.5107
80.5676,6.24937
92.2573,96.2517
47.5897,96.4174
92.0575,91.5222
84.0796,42.3683
74.7857,90.836
31.3411,58.1685
96.1286,88.2829
42.1552,33.903
37.8757,67.7349
30.6882,41.5147
73.7978,23.9394
19.2813,24.2566
21.228,44.7484
68.1155,37.8833
63.7033,5.03773
22.3258,79.5827
34.0439,11.784
86.8885,80.6796
18.2621,80.4985
26.6195,72.6989
10.8372,39.3839
92.9202,49.1434
53.8188,5.54126
20.9782,68.2273
75.8276,92.7603
45.2075,19.7539
37.1856,57.6735
37.5238,23.4298
22.7687,18.0432
71.0115,77.448
19.6232,82.0422
53.8763,30.3447
85.8904,27.777
92.4518,9.16092
7.03029,57.6212
90.8906,78.5792
26.3401,83.6745
1.56409,62.8661
53.8807,69.1273
91.2146,9.52909
60.7189,0.272304
26.8246,27.4325
51.8188,10.2624
45.7261,19.7445
35.9204,75.2668
82.2063,7.07551
24.7026,86.7503
7.84396,63.8166
20.5139,82.374
75.6365,24.2488
25.3171,36.9894
84.7214,27.8201
49.3061,60.0478
51.3357,69.9675
26.1107,81.8176
61.8921,3.52342
14.95,66.0915
18.9211,4.93572
46.5139,20.2005
73.5248,31.8611
68.014,8.98964
37.5955,1.29321
44.2603,27.1521
93.7276,58.0075
5.044,82.9477
17.5725,41.3637
84.8691,79.739
9.51524,88.4271
92.2911,27.868
