x,y
72.1934,96.4077
71.1245,61.6
71.4822,64.9017
77.1953,6.54619
79.6934,11.7426
82.3896,92.4061
81.0065,11.1244
78.5332,8.45809
70.6543,60.7877
87.7211,46.1792
69.2528,64.7639
82.9484,44.7954
75.4582,62.7413
73.3714,98.0643
12.2611,94.31
74.9375,102.431
76.865,11.4255
16.8614,94.1557
75.5088,7.1092
80.4269,101.887
82.001,100.614
81.7908,105.565
80.7815,10.8185
83.0516,10.3432
76.2421,10.8987
13.5864,94.5756
70.9906,63.2471
76.0565,62.2112
76.2259,94.5129
79.2091,9.2343
11.4783,97.4912
75.2301,64.9656
73.4719,6.84746
17.2782,100.207
79.3304,48.6192
79.2544,10.703
76.8767,49.7644
78.1842,47.0483
80.5542,45.2603
76.8832,62.7118
86.4207,47.8628
80.6387,49.5422
72.7146,62.4903
73.1701,61.6649
80.9986,6.6966
74.8987,64.664
80.7158,103.369
75.4202,56.7944
82.2647,10.1076
79.594,8.64798
15.2836,97.959
82.2545,49.1785
83.3397,45.5872
79.2363,98.2614
83.1579,48.4482
78.3063,7.318
76.5636,65.6638
80.2247,8.1879
18.7035,96.6137
79.9379,97.2853
81.8294,93.1119
77.3784,51.9881
79.8858,46.0922
79.0461,48.1315
80.5926,102.799
79.5704,16.3207
81.104,46.2652
78.6071,98.8556
82.3202,98.74
77.7896,43.8863
80.4979,10.3502
82.0049,99.0371
13.3772,97.0921
70.3221,63.1351
82.56,97.2073
16.2794,94.0338
81.6818,51.333
77.503,45.7771
78.7178,8.41231
80.3633,97.8676
77.6474,97.9662
82.7758,97.3005
17.412,96.4803
79.0811,10.0096
77.7482,49.0051
72.7628,63.128
73.3793,64.6658
72.6161,58.2584
70.3943,64.9289
81.0943,102.366
74.2264,63.8868
75.3599,65.0618
79.4422,47.0554
72.079,65.1463
77.5545,49.0736
70.7513,58.7723
80.4295,95.0179
75.2989,61.5665
12.8724,93.2726
76.82,96.2808
