x,y
45.1085,80.1693
34.2222,71.1583
22.9956,61.5148
14.6089,-0.323472
83.6399,55.9976
78.6782,50.7636
85.3452,49.8076
65.9993,23.0975
38.9344,101.984
17.2271,9.51625
31.3239,92.4999
78.1501,53.3914
78.3148,53.4149
54.2028,70.1005
99.6984,80.369
29.15,53.353
37.224,10.9007
58.1655,2.24897
98.0749,39.5128
38.5141,10.943
49.7101,85.8756
96.7062,42.5823
41.6954,79.0963
22.4986,15.9254
97.0154,68.3539
12.2671,71.8227
56.7993,5.73852
73.5338,53.8868
38.8198,50.0628
36.0139,77.4314
97.3464,40.55
58.3756,61.5122
69.1287,83.7099
35.4709,55.5974
63.9101,64.9091
36.4899,74.2436
93.3398,40.5033
100.895,68.1544
25.805,64.7421
32.6085,76.2338
37.73,57.0295
99.0068,14.7181
42.0493,81.4442
64.2214,3.67727
56.5806,5.4004
51.5186,86.6619
47.0473,91.3097
45.3767,78.3253
59.1035,62.1103
92.9808,38.5422
49.9987,78.2728
37.2298,97.4539
93.8655,21.8524
32.2436,94.9913
28.6836,20.9103
38.4518,16.1557
27.3285,92.2228
47.1825,79.6295
18.5102,78.0924
24.4578,19.6997
76.2117,54.3431
36.5906,83.5259
49.417,87.4583
101.5,69.2114
34.7006,76.1229
33.3323,76.9005
81.9441,52.3701
32.6392,76.2356
56.2746,-2.03705
32.1362,93.6258
47.6707,91.7254
38.1752,52.7448
33.4049,7.79774
14.3988,81.8139
44.0152,15.5662
33.6967,68.0866
44.4572,80.5351
30.0463,94.2777
63.1064,69.0573
62.5705,23.3528
34.3639,78.2748
34.821,77.9
91.6928,47.9274
34.2308,74.451
44.3603,86.2456
99.3736,85.1894
24.7071,69.5945
62.6092,58.7953
39.6739,10.6871
33.0788,75.9051
65.4505,62.3055
95.3305,22.2284
24.3698,62.1995
96.3473,18.4393
30.1316,94.387
66.937,89.9279
30.2616,50.0088
77.624,48.5317
21.8693,19.2247
10.0812,75.7386
28.6044,97.5429
55.0342,64.5031
64.6811,24.3058
70.831,84.1196
27.8311,21.9415
76.5678,51.2095
36.2537,82.4101
30.5987,63.0521
30.4977,23.1877
36.9438,66.9489
45.9625,83.5701
52.4319,58.1309
23.4285,17.613
41.6215,74.0186
46.3951,86.7863
38.861,105.934
15.18,79.2299
37.181,53.3671
28.6392,20.0068
37.5834,78.1386
46.0856,85.2696
98.3973,65.8953
38.4699,69.394
37.4482,76.2446
15.4095,81.7987
24.3622,66.6733
30.6219,19.7251
38.532,11.0001
36.0082,69.9216
31.5241,50.0315
26.1027,66.411
13.1969,54.1826
58.6301,67.1952
56.4665,5.31864
39.5202,94.0988
96.1414,68.9883
28.0843,88.5846
37.0373,78.4982
20.8884,22.2845
86.676,84.5527
38.8402,8.61534
33.279,99.3207
34.4887,50.5
72.6276,90.2333
68.7027,84.3975
98.8365,70.5849
58.3118,-1.60535
42.0429,88.1848
33.6921,57.321
49.1519,85.869
66.7939,59.454
34.6016,68.2909
98.1175,42.0473
21.0783,71.8104
38.8742,68.302
31.7075,52.6118
10.0771,1.53154
50.3474,84.3763
95.3056,49.641
36.7002,76.8352
43.6432,73.4909
34.2479,94.0264
48.8049,92.2836
94.3429,48.2972
28.0894,23.518
35.2438,52.6914
9.17661,56.0626
53.4911,-0.560504
34.3666,68.6754
36.706,87.8461
30.3832,84.4273
32.9723,97.2694
27.1082,18.1682
39.7188,76.2369
24.7824,87.6579
60.2909,70.437
99.4099,16.2638
98.6744,19.0271
18.8673,83.6098
86.7993,81.9587
50.2544,90.7208
29.6799,49.5062
23.8582,64.8771
34.9441,68.4627
79.8313,52.0329
72.4132,23.8975
88.4301,20.4214
25.4845,70.2817
17.6924,65.5578
10.3818,47.1933
96.5341,42.6793
34.2566,69.2431
62.6687,-0.695852
58.8763,-0.373988
40.2167,81.5555
36.475,70.0025
57.0785,2.76693
101.631,65.4968
92.0355,21.015
81.3311,54.4541
8.83432,50.6399
62.1515,53.2831
39.0101,68.8019
37.9819,96.2678
51.884,65.6992
38.3887,82.1387
15.114,2.4639
32.1738,92.8965
94.4539,22.4157
12.1457,77.7846
64.7156,25.145
49.2165,86.9468
44.1875,84.1517
72.2286,78.6964
102.452,66.0917
31.7828,56.6666
35.2663,6.27622
58.1222,66.0581
59.5183,1.5687
21.6879,64.8928
62.9618,18.9043
35.3984,11.4228
36.7177,8.45132
30.6753,96.4776
83.2459,50.7241
101.858,77.0154
73.2814,55.5358
78.0654,57.0047
41.1558,70.5899
37.8671,81.3027
33.7415,101.603
35.0964,51.4596
94.4369,80.5972
38.3326,12.5485
24.0621,17.1229
102.84,69.8696
7.69602,52.1105
12.4543,82.805
72.2454,88.8057
46.4663,88.7961
26.5194,22.0606
13.143,49.6487
40.4927,78.7423
34.5728,82.0336
15.2172,85.3608
12.0128,81.0222
64.1386,18.8273
80.4478,49.5953
20.1559,71.2658
38.0134,76.1526
19.863,78.3225
47.8211,93.4908
77.7361,56.9638
52.6222,81.4493
50.1187,91.997
94.5332,23.714
31.0712,70.1847
94.0252,17.1799
42.6887,80.887
13.9214,82.6185
12.0617,81.7885
11.8879,-0.244431
33.9178,68.7991
49.7032,88.1999
24.3668,17.768
39.2476,66.8315
99.5233,45.0205
95.9553,81.6646
95.4239,83.7177
60.4323,62.7442
17.1727,-2.75074
17.2757,0.251804
53.2834,87.5008
75.9936,51.8076
81.3976,54.2025
38.4632,74.8022
65.0114,21.4169
69.6836,23.5165
78.6694,87.5925
36.0992,83.9142
24.4616,25.7081
61.1391,63.8014
50.1642,94.9361
93.063,83.6847
34.5738,73.6133
34.4459,80.2316
91.5487,84.0347
19.0507,70.0323
40.4892,14.2501
47.4588,88.676
39.0984,104.583
9.22334,46.4268
33.1885,94.3781
39.4094,11.281
56.2699,0.362443
97.373,81.7561
61.418,61.8764
62.7671,61.57
